Provincia,Partido,,,Otros,"0,256 mbps",,,"0,512 mbps","0,625 mbps","0,75 mbps",1 mbps,,,2 mbps,"2,2 mbps",,,"3,3 mbps","3,5 mbps",4 mbps,"4,5 mbps",,,"6,4 mbps",7 mbps,,,9 mbps,10 mbps,,12 mbps,13 mbps,14 mbps,,16 mbps,17 mbps,18 mbps,,20 mbps,21 mbps,,23 mbps,24 mbps,25 mbps,,"25,11 mbps","25,5 mbps",26 mbps,,31 mbps,32 mbps,,35 mbps,36 mbps,38 mbps,,40 mbps,41 mbps,45 mbps,46 mbps,49 mbps,50 mbps,,58 mbps,59 mbps,60 mbps,,62 mbps,64 mbps,,66 mbps,70 mbps,75 mbps,,80 mbps,82 mbps,83 mbps,,90 mbps,92 mbps,,100 mbps
ENTRE RIOS,Federación,Colonia Peña,,6,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Colonia Santa María,30028040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Federación,30028070,35,,,,,,,10,,,,,,,,,,,,,,,,,,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,,30028080,,,,,,,,,,,,,,,,,,,111,205,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Jaime de la Frontera,30028090,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,San Pedro,,5,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federación,,,3,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Federación,Santa Ana,30028110,,,,,,,,,,,,,,,,,,,,10,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Villa del Rosario,30028120,1,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,102,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,,30035010,,,,,,,,2,,,44,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,,30035020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Federal,30035030,"1,100",,,,,,,,,,,,,10,,,,,159,214,,,,,,,,,,,4,,,,,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nueva Vizcaya,30035040,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Federal,,,,,,,,,,1,,,224,,,43,,,,,50,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,San José de Feliciano,30042010,,,,2,,,,,,,,,,,,,,,,174,,,,,,67,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Feliciano,,30042020,,,,,,,,,,,,,,,,,,,18,12,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gualeguay,General Galarza,30049030,,,,,,,,,,,336,,,78,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguay,,,750,,,,,,,351,,,111,,,,,,,,69,,,,,,,"3,541",,5,,,,,,15,,57,,,,,34,,,,,,,,,,,,,,,,,,"1,065",,,,,,,,,,,,,,,,,,,,787
ENTRE RIOS,Gualeguaychú,,30056010,,,,1,,,,,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Aldea San Juan,30056020,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Enrique Carbó,30056030,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,,30056040,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Gualeguaychú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gualeguaychú,30056070,,,,,,,,"2,122",,,,,,"2,089",,1,,,,"1,587",,,,2,,,,193,,,638,,,,,123,,,,,316,,,,,12,,,,,,,,,,,,,"6,498",,,,,,,,,,,,,,,,,,,,"6,435"
ENTRE RIOS,Gualeguaychú,,30056090,,,,,,,,,,,,,,449,,,,,,400,,,,,,190,,,,,26,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Pueblo General Belgrano,30056100,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,,22,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,523
ENTRE RIOS,,Urdinarrain,30056110,,,,,,,,1,,,,,,,,,4,,,,,,,,,594,,,,,55,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,,,,,,,,,,31,,,,,,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,Ibicuy,,,,,,,,,,,,105,,,12,,,,,34,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Islas del Ibicuy,Médanos,30063040,,,,,,,,29,,,6,,,5,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Islas del Ibicuy,Otros,Sin Datos,,,,,,,,23,,,7,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Islas del Ibicuy,Villa Paranacito,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,,30070010,,,,,,,,,,,1,,,493,,,,,607,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Colonia Avigdor,30070020,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,El Solar,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,La Paz,La Paz,30070040,,,,,,,,,,,,,,713,,,1,,"1,482",580,,,,"1,471",3,,,259,,,72,,,,,108,,,,,16,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,,,,,,,,,,,,,2,,,2,,,,,,61,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Pueblo Arrúa (Est. Alcaraz),30070005,,,,1,,,,,,,76,,,15,,,50,,34,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,La Paz,San Gustavo,30070070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,La Paz,Santa Elena,,,,,,,,,,,,,,,8,,,,,558,174,,,,,,,,,,,79,,,,,69,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Nogoyá,Aranguren,,,,,,,,,,,,,,,10,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,261,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,
,Nogoyá,Betbeder,30077020,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Don Cristóbal,30077030,,,,,,,,10,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Nogoyá,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nogoyá,Hernández,30077050,,,,1,,,,,,,104,,,18,,,,,2,29,,,,,,95,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Nogoyá,Lucas González,,,,,,,,,48,,,125,,,28,,,10,,1,,,,,,,370,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Nogoyá,Nogoyá,,,,,,3,,,442,,,681,,,,,,123,,,,,,,,,"1,406",,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nogoyá,Otros,Sin Datos,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,XX de Setiembre,30077080,,,,,4,,,,,,,,,16,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,OTROS,,,"6,982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Paraná,,30084010,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Aldea San Rafael,30084020,,,,,,,,1,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paraná,Cerrito,30084050,,,,1,,,,,,,,,,3,,,,,81,52,,,,,,"1,099",,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Paraná,Colonia Avellaneda,,,,,,,,,3,,,7,,,,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Crespo,30084070,,,,,,,,39,,,53,,,,,,,,,261,,,,,,664,,,,,78,,,,,,,,,,,,,,,"4,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446
ENTRE RIOS,Paraná,,,,,,,39,,,35,,,,,,24,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paraná,El Palenque,30084080,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Paraná,El Pingo,,,,,,,,,1,,,30,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Paraná,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Hasenkamp,30084100,,,,1,,,,,,,,,,24,,,,,6,,,,,1,,,,689,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,
,,Hernandarias,30084110,,,,,,,,,,,,,,12,,,,,3,351,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Paraná,,30084120,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Paraná,Las Tunas,,1,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paraná,María Grande,30084140,,1,,,,,,2,,,,,,12,,,71,,4,1,,,,3,,,,"1,131",,,,,,,,,,,,,407,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Paraná,,,,,,,,,,,,,33,,,18,,,,,,44,,,,,,191,,,,,44,,,,,65,,,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,Otros,Sin Datos,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Paraná,30084160,2,,,3,,,5,766,,,245,,,,,5,,,,"2,620",,,,5,,"2,035",,,,,165,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,294"
ENTRE RIOS,Paraná,,30084180,,,,,,,,,,,,,,10,,,,,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Paraná,San Benito,,,,,,,,,,,,35,,,23,,,,,127,24,,,,,,,,5,,,20,,,,,,,,,,29,,,,,,,,,,,,,,,,,,417,,,,,,,,,,,,,,,,,,,,
,,Sauce Montrull,30084210,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seguí,30084230,,,,1,,,,17,,,110,,,,,,95,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Paraná,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,287,,,2,,,,,,,,,,21,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Paraná,,30084270,,,,,,,,,,,347,,,36,,,,,4,169,,,,,,795,,245,,,81,,,,,,,,,,78,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Villa Urquiza,30084300,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,San Salvador,,,,,,,,,,1,,,26,,,,,,19,,,4,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,San Salvador,San Salvador,30088020,,,,,,,,1,,,,,,7,,,,,,771,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Tala,,30091020,,,,,,,,,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Gobernador Echagüe,30091040,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gobernador Mansilla,30091050,,,,,,,,2,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Tala,Gobernador Solá,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Tala,,,386,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Rosario del Tala,30091100,,,,,,,,22,,,,,,33,,,,,,,,,,,,"1,066",,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,1º de Mayo,30098090,,,,,,,,,,,,,,,,,104,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Uruguay,,30098010,815,,,,,,,,,,,,,41,,,,,,154,,,,,,,,,,,54,,,,,1,,,,,,,,,,,,,,,,,,,,,,,789,,,,,,,,,,,,,,,,,,,,
,Uruguay,Caseros,30098020,,,,,,,,,,,,,,2,,,,,,643,,,,,,,,,,,14,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Uruguay,,,21,,,,,,,,,,,,,,,,116,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Uruguay,Concepción del Uruguay,,"1,784",,,,,,,112,,,4,,,,,,,,,"1,762",,"1,094",,,,"5,246",,,,,286,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,528"
,,Estancia San Pedro,30098030,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Herrera,30098060,,,,,,,,,,,,,,1,,,,,,9,,,,,,,,,,,10,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Uruguay,,30098070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Uruguay,,30098080,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Pronunciamiento,30098100,1,,,,,,,,,,,,,31,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Uruguay,Rocamora,30098110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Uruguay,,,26,,,,,,,,,,,,,,,,28,,,,,,,,,61,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Villa Mantero,30098130,27,,,1,,,,,,,,,,,,,6,,,7,,,,,,31,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Uruguay,,30098140,24,,,,,,,,,,,,,,,,28,,,393,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Villa San Marcial (Est. Gobernador Urquiza),30098150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Victoria,Molino Doll,,,,,,,,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Victoria,,30105040,,,,,,,,14,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Victoria,30105060,,,,,,,,147,,,,,,143,,,,,22,870,,,,,,,,,,,165,,,,,884,,,,,,,,,,33,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
ENTRE RIOS,,Estación Raíces,30113010,,,,,,,,,,,,,,1,,,,,,11,,,,,,23,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Villaguay,,30113020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Villaguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Paso de la Laguna,30113050,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,Villaguay,,30113060,,,,1,,,,,,,,,,51,,,,,1,32,,,,,,60,,,,,9,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Villa Domínguez,30113070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTRE RIOS,,Villaguay,30113080,1,,,,,,108,18,,,,,,,,384,,,,"1,039",,,,56,,"1,440",,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Bermejo,,34007003,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Bermejo,,,5,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,La Rinconada,34007007,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bermejo,Laguna Yema,34007010,,,,2,,,,,,,,,,,,,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Bermejo,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Bermejo,,34007020,,,,,,,,,,,,,,16,,,,,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,,Pozo de Maza,34007030,,,,1,3,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Bermejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Vaca Perdida,34007050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Formosa,,34014010,,,,,,,,,,,,,,58,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,,Formosa,34014020,152,,,5,,,,240,,,4,,,"4,583",,,"1,886",,,,,2,,,,"17,714",,,,,,,,170,,,,,,,292,,,,,,,,,,,,,19,,,,,"7,793",,,,,,,,,,,,,,,,,,,,"8,633"
,,Gran Guardia,34014030,,,,,,,,,,,,,,,,,13,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Formosa,,,,,,,,,,,,,,,,14,,,5,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Formosa,,,0,,,,,,,,,,,,,17,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Formosa,San Hilario,34014060,,,,1,,,,,,,,,,11,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,,Villa del Carmen,34014070,,,,2,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Laishi,,34021010,,,,,,,,,,,,,,21,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laishi,General Lucio Victorio Mansilla,34021020,,,,2,,,,,,,,,,127,,,,,17,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Laishi,,,,,,,,,,,,,,,,,,,23,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Laishi,Otros,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laishi,San Francisco de Laishi,34021040,,,,3,,,,,,,,,,115,,,50,,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tatané,34021050,,,,,,,,,,,,,,15,,,,,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Laishi,,,,,,,,,,,,,,,,70,,,9,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Matacos,,,,,,,,,,,,,,,,,,,88,,,44,,,,,,170,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,,Otros,Sin Datos,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
